# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
currency-formats	en-SI	USD/-123456	-1.234,56 US$	-US$1,234.56	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SI	USD/0	0,00 US$	US$0.00	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SI	USD/1	0,01 US$	US$0.01	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SI	USD/100000000	1.000.000,00 US$	US$1,000,000.00	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SI	USD/123456	1.234,56 US$	US$1,234.56	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	JPY/-123456	-123 456 JP¥	-JP¥123,456	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	JPY/0	0 JP¥	JP¥0	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	JPY/1	1 JP¥	JP¥1	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	JPY/100000000	100 000 000 JP¥	JP¥100,000,000	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	JPY/123456	123 456 JP¥	JP¥123,456	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	USD/-123456	-1 234,56 US$	-US$1,234.56	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	USD/0	0,00 US$	US$0.00	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	USD/1	0,01 US$	US$0.01	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	USD/100000000	1 000 000,00 US$	US$1,000,000.00	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	en-SK	USD/123456	1 234,56 US$	US$1,234.56	DELIBERATE	CLDR parentLocales makes this locale a child of en_150, whose own file declares the currency pattern #,##0.00 and the European separators. ICU renders the plain English form instead. This library follows CLDR's declared parent chain.
currency-formats	kea-CV	BHD/-123456	-123,456 BHD	-123$456 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	BHD/0	0,000 BHD	0$000 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	BHD/1	0,001 BHD	0$001 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	BHD/100000000	100 000,000 BHD	100 000$000 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	BHD/123456	123,456 BHD	123$456 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	EUR/-123456	-1 234,56 €	-1 234$56 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	EUR/0	0,00 €	0$00 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	EUR/1	0,01 €	0$01 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	EUR/100000000	1 000 000,00 €	1 000 000$00 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	EUR/123456	1 234,56 €	1 234$56 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	INR/-123456	-1 234,56 ₹	-1 234$56 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	INR/0	0,00 ₹	0$00 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	INR/1	0,01 ₹	0$01 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	INR/100000000	1 000 000,00 ₹	1 000 000$00 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	INR/123456	1 234,56 ₹	1 234$56 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	TND/-123456	-123,456 TND	-123$456 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	TND/0	0,000 TND	0$000 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	TND/1	0,001 TND	0$001 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	TND/100000000	100 000,000 TND	100 000$000 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	TND/123456	123,456 TND	123$456 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	USD/-123456	-1 234,56 US$	-1 234$56 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	USD/0	0,00 US$	0$00 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	USD/1	0,01 US$	0$01 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	USD/100000000	1 000 000,00 US$	1 000 000$00 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	kea-CV	USD/123456	1 234,56 US$	1 234$56 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	BHD/-123456	-123,456 BHD	-123$456 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	BHD/0	0,000 BHD	0$000 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	BHD/1	0,001 BHD	0$001 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	BHD/100000000	100 000,000 BHD	100 000$000 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	BHD/123456	123,456 BHD	123$456 BHD	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	EUR/-123456	-1234,56 €	-1234$56 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	EUR/0	0,00 €	0$00 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	EUR/1	0,01 €	0$01 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	EUR/100000000	1 000 000,00 €	1 000 000$00 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	EUR/123456	1234,56 €	1234$56 €	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	INR/-123456	-1234,56 ₹	-1234$56 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	INR/0	0,00 ₹	0$00 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	INR/1	0,01 ₹	0$01 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	INR/100000000	1 000 000,00 ₹	1 000 000$00 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	INR/123456	1234,56 ₹	1234$56 ₹	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	TND/-123456	-123,456 TND	-123$456 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	TND/0	0,000 TND	0$000 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	TND/1	0,001 TND	0$001 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	TND/100000000	100 000,000 TND	100 000$000 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	TND/123456	123,456 TND	123$456 TND	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	USD/-123456	-1234,56 US$	-1234$56 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	USD/0	0,00 US$	0$00 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	USD/1	0,01 US$	0$01 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	USD/100000000	1 000 000,00 US$	1 000 000$00 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
currency-formats	pt-CV	USD/123456	1234,56 US$	1234$56 US$	DELIBERATE	CLDR gives the CVE entry in pt_CV a currency-specific decimal separator of $. ICU applies that separator to every currency in the locale, including the ones shown here; UTS #35 keys the override to the currency it is declared on.
